SEP	Position	Tube ID	Rack ID	Box	Frys	DNA_extract	Comment
SEP0296612	F01	3501358784	5500143582	2625	MPB-kol	Yes	NA
SEP0296619	F02	3501358785	5500143582	2625	MPB-kol	Yes	NA
SEP0296613	F03	3501358786	5500143582	2625	MPB-kol	Yes	NA
SEP0296611	F04	3501358787	5500143582	2625	MPB-kol	Yes	NA
SEP0296625	F05	3501358788	5500143582	2625	MPB-kol	Yes	NA
SEP0296624	F06	3501358789	5500143582	2625	MPB-kol	Yes	NA
SEP0296608	F07	3501358790	5500143582	2625	MPB-kol	Yes	NA
SEP0296623	F08	3501358791	5500143582	2625	MPB-kol	Yes	NA
SEP0021840	F09	3501358792	5500143582	2625	MPB-kol	Yes	NA
SEP0021830	F10	3501358793	5500143582	2625	MPB-kol	Yes	NA
SEP0021831	F11	3501358794	5500143582	2625	MPB-kol	Yes	NA
SEP0021832	F12	3501358795	5500143582	2625	MPB-kol	Yes	NA
SEP0021842	G01	3501358796	5500143582	2625	MPB-kol	Yes	NA
SEP0021825	G02	3501358797	5500143582	2625	MPB-kol	Yes	NA
SEP0021835	G03	3501358798	5500143582	2625	MPB-kol	Yes	NA
SEP0021826	G04	3501358799	5500143582	2625	MPB-kol	Yes	NA
SEP0021827	G05	3501358800	5500143582	2625	MPB-kol	Yes	NA
SEP0021829	G06	3501358801	5500143582	2625	MPB-kol	Yes	NA
SEP0021834	G07	3501358802	5500143582	2625	MPB-kol	Yes	NA
SEP0021828	G08	3501358803	5500143582	2625	MPB-kol	Yes	NA
SEP0021839	G09	3501358804	5500143582	2625	MPB-kol	Yes	NA
SEP0021838	G10	3501358805	5500143582	2625	MPB-kol	Yes	NA
SEP0021843	G11	3501358806	5500143582	2625	MPB-kol	Yes	NA
SEP0021836	G12	3501358807	5500143582	2625	MPB-kol	Yes	NA
SEP0021837	H01	3501358808	5500143582	2625	MPB-kol	Yes	NA
SEP0021833	H02	3501358809	5500143582	2625	MPB-kol	Yes	NA
SEP0021819	H03	3501358810	5500143582	2625	MPB-kol	Yes	NA
SEP0021841	H04	3501358811	5500143582	2625	MPB-kol	Yes	NA
SEP0021822	H05	3501358812	5500143582	2625	MPB-kol	Yes	NA
SEP0021824	H06	3501358813	5500143582	2625	MPB-kol	Yes	NA
SEP0021820	H07	3501358814	5500143582	2625	MPB-kol	Yes	NA
SEP0021821	H08	3501358815	5500143582	2625	MPB-kol	Yes	NA
SEP0021823	H09	3501358816	5500143582	2625	MPB-kol	Yes	NA
SEP0296610	H10	3501358817	5500143582	2625	MPB-kol	Yes	NA
SEP0296609	H11	3501358818	5500143582	2625	MPB-kol	Yes	NA
SEP0280374	H12	3501358819	5500143582	2625	MPB-kol	Yes	NA
