SEP	Position	Tube ID	Rack ID	Box	Frys	DNA_extract	Comment
SEP0271259	E11	3501358878	5500143585	2625	MPB-kol	Yes	NA
SEP0098367	E12	3501358879	5500143585	2625	MPB-kol	Yes	NA
SEP0271254	F01	3501358880	5500143585	2625	MPB-kol	Yes	NA
SEP0271260	F02	3501358881	5500143585	2625	MPB-kol	Yes	NA
SEP0271268	F03	3501358882	5500143585	2625	MPB-kol	Yes	NA
SEP0098347	F04	3501358883	5500143585	2625	MPB-kol	Yes	NA
SEP0098348	F05	3501358884	5500143585	2625	MPB-kol	Yes	NA
SEP0271270	F06	3501358885	5500143585	2625	MPB-kol	Yes	NA
SEP0271283	F07	3501358886	5500143585	2625	MPB-kol	Yes	NA
SEP0271278	F08	3501358887	5500143585	2625	MPB-kol	Yes	NA
SEP0271286	F09	3501358888	5500143585	2625	MPB-kol	Yes	NA
SEP0271258	F10	3501358889	5500143585	2625	MPB-kol	Yes	NA
SEP0271255	F11	3501358890	5500143585	2625	MPB-kol	Yes	NA
SEP0271253	F12	3501358891	5500143585	2625	MPB-kol	Yes	NA
SEP0098352	G01	3501358892	5500143585	2625	MPB-kol	Yes	NA
SEP0098356	G02	3501358893	5500143585	2625	MPB-kol	Yes	NA
SEP0098351	G03	3501358894	5500143585	2625	MPB-kol	Yes	NA
SEP0098349	G04	3501358895	5500143585	2625	MPB-kol	Yes	NA
SEP0271276	G05	3501358896	5500143585	2625	MPB-kol	Yes	NA
SEP0269894	G06	3501358897	5500143585	2625	MPB-kol	Yes	NA
SEP0271282	G07	3501358898	5500143585	2625	MPB-kol	Yes	NA
SEP0271275	G08	3501358899	5500143585	2625	MPB-kol	Yes	NA
SEP0098355	G09	3501358900	5500143585	2625	MPB-kol	Yes	NA
SEP0296510	G10	3501358901	5500143585	2625	MPB-kol	Yes	NA
SEP0296508	G11	3501358902	5500143585	2625	MPB-kol	Yes	NA
SEP0296509	G12	3501358903	5500143585	2625	MPB-kol	Yes	NA
empty	H01	3501358904	5500143585	2625	MPB-kol	Yes	NA
empty	H02	3501358905	5500143585	2625	MPB-kol	Yes	NA
empty	H03	3501358906	5500143585	2625	MPB-kol	Yes	NA
empty	H04	3501358907	5500143585	2625	MPB-kol	Yes	NA
empty	H05	3501358908	5500143585	2625	MPB-kol	Yes	NA
empty	H06	3501358909	5500143585	2625	MPB-kol	Yes	NA
empty	H07	3501358910	5500143585	2625	MPB-kol	Yes	NA
empty	H08	3501358911	5500143585	2625	MPB-kol	Yes	NA
empty	H09	3501358912	5500143585	2625	MPB-kol	Yes	NA
empty	H10	3501358913	5500143585	2625	MPB-kol	Yes	NA
empty	H11	3501358914	5500143585	2625	MPB-kol	Yes	NA
empty	H12	3501358915	5500143585	2625	MPB-kol	Yes	NA
