SEP	Position	Tube ID	Rack ID	Box	Frys	DNA_extract	Comment
SEP0202985	F03	4025818348	3000142602	2625	MPB-Kol	YES	NA
SEP0202895	F04	4025818349	3000142602	2625	MPB-Kol	YES	NA
SEP0202972	F05	4025818350	3000142602	2625	MPB-Kol	YES	NA
SEP0202948	F06	4025818351	3000142602	2625	MPB-Kol	YES	NA
SEP0202903	F07	4025818352	3000142602	2625	MPB-Kol	YES	NA
SEP0202970	F08	4025818353	3000142602	2625	MPB-Kol	YES	NA
SEP0164693	F09	4025818354	3000142602	2625	MPB-Kol	YES	NA
SEP0202899	F10	4025818355	3000142602	2625	MPB-Kol	YES	NA
SEP0203046	F11	4025818356	3000142602	2625	MPB-Kol	YES	NA
SEP0202971	F12	4025818357	3000142602	2625	MPB-Kol	YES	NA
SEP0202949	G01	4025818358	3000142602	2625	MPB-Kol	YES	NA
SEP0202983	G02	4025818359	3000142602	2625	MPB-Kol	YES	NA
SEP0202989	G03	4025818360	3000142602	2625	MPB-Kol	YES	NA
SEP0202893	G04	4025818361	3000142602	2625	MPB-Kol	YES	NA
SEP0202952	G05	4025818362	3000142602	2625	MPB-Kol	YES	NA
SEP0202988	G06	4025818363	3000142602	2625	MPB-Kol	YES	NA
SEP0202942	G07	4025818364	3000142602	2625	MPB-Kol	YES	NA
SEP0202957	G08	4025818365	3000142602	2625	MPB-Kol	YES	NA
SEP0164679	G09	4025818366	3000142602	2625	MPB-Kol	YES	NA
Empty	G10	4025818367	3000142602	2625	MPB-Kol		
Empty	G11	4025818368	3000142602	2625	MPB-Kol		
Empty	G12	4025818369	3000142602	2625	MPB-Kol		
Empty	H01	4025818370	3000142602	2625	MPB-Kol		
Empty	H02	4025818371	3000142602	2625	MPB-Kol		
Empty	H03	4025818372	3000142602	2625	MPB-Kol		
Empty	H04	4025818373	3000142602	2625	MPB-Kol		
Empty	H05	4025818374	3000142602	2625	MPB-Kol		
Empty	H06	4025818375	3000142602	2625	MPB-Kol		
Empty	H07	4025818376	3000142602	2625	MPB-Kol		
Empty	H08	4025818377	3000142602	2625	MPB-Kol		
Empty	H09	4025818378	3000142602	2625	MPB-Kol		
Empty	H10	4025818379	3000142602	2625	MPB-Kol		
Empty	H11	4025818380	3000142602	2625	MPB-Kol		
Empty	H12	4025818381	3000142602	2625	MPB-Kol		
